Id,algebra,programming,data science,robotics,economics,finance,job,salary
8971,88,64,93,98,51,90,senior developer,520000
8972,90,50,77,53,72,67,senior developer,510000
8973,50,98,55,76,73,72,data scientist,890000
8974,71,86,60,77,95,97,robotics engineer,890000
8975,99,79,61,94,64,60,junior developer,170000
8976,77,87,91,95,75,94,junior developer,180000
8977,90,65,74,75,69,53,finance director,1070000
8978,55,50,84,72,60,84,finance director,1200000
8979,63,57,65,92,82,99,developer,280000
8980,84,99,59,52,77,90,senior developer,600000
8981,76,85,77,50,73,87,data scientist,840000
8982,98,81,60,77,77,83,economist,400000
8983,97,86,75,69,82,88,economist,450000
8984,53,52,54,55,62,63,logistics manager,350000
8985,84,80,74,64,62,88,senior developer,540000
8986,59,69,89,56,69,53,junior developer,120000
8987,64,63,53,81,54,98,finance director,1010000
8988,50,52,58,66,74,54,economist,340000
8989,79,81,61,57,60,67,robotics engineer,800000
8990,76,55,98,88,59,76,junior developer,140000
8991,70,91,83,70,51,64,finance director,1240000
8992,96,83,62,94,71,51,senior developer,630000
8993,73,65,99,53,84,77,senior developer,580000
8994,55,98,87,92,96,99,economist,460000
8995,93,73,95,52,62,71,economist,350000
8996,98,64,59,97,87,51,finance director,1040000
8997,83,58,60,68,51,83,developer,240000
8998,92,68,80,76,81,95,senior developer,540000
8999,83,75,64,93,51,99,senior developer,610000
9000,68,92,74,88,80,88,robotics engineer,1150000
9001,63,59,95,93,83,66,finance director,1170000
9002,90,96,87,52,62,92,finance director,1320000
9003,78,93,97,91,73,81,economist,430000
9004,81,69,97,63,89,54,logistics manager,570000
9005,95,98,96,82,62,73,robotics engineer,1260000
9006,83,93,51,52,58,94,senior developer,550000
9007,86,72,65,91,69,99,economist,470000
9008,70,74,60,80,83,74,junior developer,170000
9009,50,71,78,60,96,87,robotics engineer,840000
9010,93,95,90,92,76,74,logistics manager,740000
9011,69,90,71,71,69,82,junior developer,160000
9012,84,91,54,74,53,64,senior developer,670000
9013,52,75,87,50,53,52,robotics engineer,820000
9014,52,76,63,72,77,50,data scientist,790000
9015,76,89,58,97,51,68,economist,390000
9016,88,76,83,79,56,71,economist,340000
9017,77,89,71,87,98,51,finance director,1130000
9018,88,79,68,61,95,53,finance director,1130000
9019,57,67,99,93,80,62,finance director,1220000
9020,65,98,70,68,75,80,developer,410000
9021,60,89,93,92,56,56,senior developer,570000
9022,87,73,73,91,88,72,finance director,1200000
9023,61,85,68,51,99,72,junior developer,170000
9024,63,80,63,93,59,71,finance director,1010000
9025,72,91,55,72,99,80,developer,310000
9026,50,61,70,67,91,68,developer,250000
9027,56,97,90,53,95,97,robotics engineer,980000
9028,70,50,90,85,71,73,finance director,1160000
9029,73,65,78,94,77,85,economist,360000
9030,53,67,51,87,93,93,data scientist,720000
9031,84,89,89,58,88,52,developer,400000
9032,62,77,74,68,53,67,senior developer,480000
9033,54,95,52,63,68,59,finance director,880000
9034,93,98,86,55,98,66,developer,380000
9035,65,94,72,85,57,93,senior developer,690000
9036,51,91,84,62,80,77,data scientist,910000
9037,65,55,94,73,61,84,robotics engineer,780000
9038,96,78,82,58,52,99,economist,470000
9039,67,93,54,87,69,92,junior developer,140000
9040,97,51,84,88,51,94,economist,360000
9041,74,73,60,50,72,58,senior developer,520000
9042,53,61,77,90,82,65,finance director,1190000
9043,63,60,68,78,72,73,data scientist,700000
9044,79,64,69,58,89,77,developer,260000
9045,78,65,54,59,67,69,economist,380000
9046,85,55,97,95,61,63,robotics engineer,1020000
9047,75,96,61,89,68,84,logistics manager,570000
9048,50,86,89,63,91,60,senior developer,480000
9049,99,74,60,94,65,68,economist,400000
9050,64,64,64,55,96,74,economist,420000
9051,82,98,64,73,75,60,logistics manager,590000
9052,66,98,90,70,88,82,developer,360000
9053,98,94,75,98,78,65,data scientist,940000
9054,64,58,97,58,54,80,economist,400000
9055,95,71,76,63,76,86,robotics engineer,830000
9056,50,69,54,93,53,52,logistics manager,450000
9057,93,68,99,51,51,75,data scientist,850000
9058,69,99,65,63,79,79,robotics engineer,1090000
9059,90,81,91,92,63,88,robotics engineer,1140000
9060,75,50,88,50,57,52,junior developer,150000
9061,74,81,67,98,75,53,robotics engineer,1180000
9062,80,66,64,97,74,54,robotics engineer,970000
9063,97,80,84,68,59,98,economist,420000
9064,89,69,60,59,61,64,economist,330000
9065,59,84,78,87,67,90,data scientist,920000
9066,87,70,77,81,83,96,robotics engineer,870000
9067,50,72,67,99,68,57,finance director,930000
9068,71,81,77,54,93,92,senior developer,520000
9069,85,74,77,69,54,77,finance director,1330000
9070,78,72,87,53,98,79,developer,300000
9071,77,72,50,61,52,73,developer,320000
9072,77,62,86,89,88,79,junior developer,130000
9073,62,55,82,64,93,65,logistics manager,530000
9074,70,52,56,51,58,74,data scientist,520000
9075,57,70,92,99,52,85,data scientist,740000
9076,89,64,61,57,52,72,robotics engineer,770000
9077,54,95,70,51,60,59,senior developer,570000
9078,71,99,88,93,94,82,logistics manager,620000
9079,80,98,77,53,67,69,developer,360000
9080,95,80,51,52,63,61,robotics engineer,880000
9081,93,89,84,80,53,70,junior developer,180000
9082,76,54,64,60,78,98,economist,410000
9083,84,98,89,91,66,51,logistics manager,590000
9084,91,81,96,93,65,67,logistics manager,580000
9085,69,81,76,96,85,82,economist,450000
9086,82,61,50,98,60,78,finance director,1070000
9087,85,54,96,79,96,87,finance director,1330000
9088,83,98,79,65,64,88,developer,340000
9089,74,65,50,91,79,71,senior developer,540000
9090,64,97,58,70,73,80,senior developer,640000
9091,97,75,72,60,78,93,senior developer,600000
9092,80,87,95,98,68,73,finance director,1380000
9093,97,50,95,56,82,95,logistics manager,550000
9094,73,89,87,66,50,86,data scientist,930000
9095,83,86,51,79,72,96,developer,370000
9096,78,94,64,63,77,72,economist,350000
9097,97,97,85,65,68,57,junior developer,230000
9098,87,73,84,96,56,95,senior developer,610000
9099,88,87,50,70,76,69,junior developer,190000
9100,77,88,91,60,72,79,junior developer,190000
9101,83,98,81,52,69,82,junior developer,170000
9102,67,94,57,78,76,69,logistics manager,590000
9103,80,74,53,80,83,57,junior developer,180000
9104,79,97,73,52,67,51,logistics manager,500000
9105,64,57,79,97,60,62,developer,250000
9106,96,88,79,53,80,60,economist,390000
9107,94,90,50,75,58,86,economist,420000
9108,94,81,64,95,62,71,economist,440000
9109,84,94,78,81,54,88,senior developer,640000
9110,69,82,72,65,73,52,economist,330000
9111,77,57,84,76,88,89,senior developer,480000
9112,87,94,90,76,66,82,junior developer,170000
9113,86,95,80,79,73,93,data scientist,970000
9114,52,93,95,74,61,66,developer,340000
9115,61,62,52,80,84,56,senior developer,440000
9116,85,83,69,54,57,90,data scientist,890000
9117,72,89,64,54,71,57,logistics manager,510000
9118,55,63,56,51,57,92,data scientist,700000
9119,86,83,54,90,82,66,economist,400000
9120,94,99,93,81,92,61,junior developer,180000
9121,77,58,95,96,97,91,data scientist,640000
9122,99,66,50,74,93,66,finance director,960000
9123,52,60,72,63,70,57,robotics engineer,870000
9124,54,76,58,54,91,88,economist,440000
9125,56,79,79,97,62,56,finance director,990000
9126,86,61,81,76,75,75,robotics engineer,780000
9127,56,62,53,65,74,82,logistics manager,420000
9128,67,76,87,90,83,63,economist,430000
9129,90,75,77,55,83,76,robotics engineer,750000
9130,55,78,76,95,92,56,logistics manager,580000
9131,75,58,66,84,70,88,senior developer,440000
9132,56,77,89,80,91,71,economist,350000
9133,56,70,81,72,79,89,finance director,1190000
9134,59,93,56,58,94,59,economist,380000
9135,63,63,52,90,61,90,senior developer,500000
9136,76,75,98,79,65,67,logistics manager,570000
9137,92,71,80,73,69,79,data scientist,740000
9138,67,91,65,68,77,63,finance director,1010000
9139,93,97,70,84,70,54,finance director,1190000
9140,90,77,52,73,92,64,logistics manager,520000
9141,65,98,75,84,97,90,economist,480000
9142,75,96,80,67,69,68,robotics engineer,1130000
9143,62,92,67,66,70,99,junior developer,160000
9144,89,85,64,72,59,55,robotics engineer,1020000
9145,58,96,70,61,78,76,finance director,1220000
9146,79,51,70,68,72,80,robotics engineer,720000
9147,97,71,98,64,65,89,finance director,1320000
9148,60,69,89,60,96,70,developer,310000
9149,71,80,89,56,91,71,developer,300000
9150,66,83,69,78,92,53,data scientist,710000
9151,57,81,91,57,55,94,logistics manager,540000
9152,55,63,64,95,90,69,developer,240000
9153,90,79,79,57,70,63,data scientist,760000
9154,92,60,68,75,91,99,finance director,1190000
9155,50,58,97,51,98,76,finance director,1090000
9156,56,93,78,78,97,51,economist,420000
9157,89,96,79,65,89,57,finance director,1170000
9158,72,51,56,64,64,86,junior developer,120000
9159,63,82,91,88,99,67,logistics manager,700000
9160,97,67,65,76,75,81,robotics engineer,960000
9161,75,98,93,83,98,82,senior developer,640000
9162,58,85,53,98,81,51,junior developer,150000
9163,98,73,63,59,65,71,economist,440000
9164,75,77,72,54,69,50,data scientist,820000
9165,62,96,99,93,79,80,developer,370000
9166,72,87,55,69,75,76,data scientist,920000
9167,91,50,88,52,73,93,senior developer,520000
9168,73,86,66,55,82,61,senior developer,560000
9169,78,98,92,74,91,66,economist,410000
9170,95,90,68,57,87,87,developer,430000
9171,69,58,65,75,50,94,data scientist,630000
9172,62,67,54,69,84,83,data scientist,740000
9173,93,60,96,69,87,99,data scientist,870000
9174,97,87,92,93,95,70,robotics engineer,1010000
9175,99,73,82,88,89,97,junior developer,180000
9176,58,64,56,83,97,74,data scientist,640000
9177,81,66,76,66,55,64,finance director,1140000
9178,54,86,95,56,99,79,economist,430000
9179,53,52,73,92,96,72,developer,220000
9180,52,81,83,85,87,58,finance director,970000
9181,71,98,68,73,70,73,developer,380000
9182,74,96,68,61,57,83,junior developer,180000
9183,74,66,98,93,52,83,economist,400000
9184,66,52,89,63,52,99,senior developer,460000
9185,58,97,65,92,94,50,logistics manager,560000
9186,66,72,59,57,69,92,finance director,1150000
9187,94,81,84,80,86,87,economist,420000
9188,84,91,56,90,89,51,developer,390000
9189,63,81,83,90,50,69,finance director,1140000
9190,75,96,94,73,51,80,junior developer,170000
9191,90,69,60,97,92,62,finance director,1250000
9192,95,72,51,85,67,82,finance director,1040000
9193,77,89,99,54,58,89,economist,430000
9194,91,96,91,57,67,75,junior developer,200000
9195,71,57,83,66,70,98,economist,370000
9196,76,60,99,79,61,98,finance director,1170000
9197,84,51,56,60,64,89,robotics engineer,760000
9198,75,97,54,92,72,80,developer,340000
9199,99,74,61,67,85,99,logistics manager,600000
9200,81,98,62,58,79,85,logistics manager,510000
9201,75,82,83,67,61,73,logistics manager,460000
9202,98,97,51,94,67,60,finance director,1010000
9203,91,62,63,62,54,62,finance director,1000000
9204,74,83,99,95,88,59,logistics manager,730000
9205,51,51,75,53,76,88,logistics manager,420000
9206,70,85,99,89,87,57,developer,330000
9207,74,74,81,74,65,66,robotics engineer,900000
9208,64,56,75,94,86,68,senior developer,500000
9209,97,53,84,74,62,83,finance director,1130000
9210,72,64,66,92,88,50,economist,330000
9211,90,56,73,94,69,77,senior developer,490000
9212,52,80,75,50,75,54,economist,290000
9213,70,63,57,78,69,68,economist,330000
9214,95,89,83,74,66,85,data scientist,850000
9215,78,77,51,74,98,79,logistics manager,600000
9216,76,78,95,62,81,94,logistics manager,650000
9217,69,61,57,94,74,54,data scientist,670000
9218,66,75,93,74,62,63,junior developer,150000
9219,99,73,94,91,59,66,developer,370000
9220,86,57,96,57,87,52,robotics engineer,780000
9221,80,93,81,94,51,96,senior developer,710000
9222,62,67,63,71,51,79,data scientist,650000
9223,77,75,78,51,67,95,logistics manager,530000
9224,50,64,83,63,95,55,senior developer,480000
9225,93,97,64,71,55,85,economist,460000
9226,93,53,82,61,91,89,finance director,1390000
9227,91,88,50,82,53,63,logistics manager,500000
9228,83,73,98,95,74,72,finance director,1170000
9229,82,53,72,96,63,63,data scientist,730000
9230,75,74,69,96,91,80,developer,290000
9231,55,71,72,71,67,95,logistics manager,480000
9232,98,95,80,59,71,88,finance director,1560000
9233,73,82,80,55,57,65,junior developer,180000
9234,53,61,51,86,83,74,developer,240000
9235,87,58,96,81,75,94,senior developer,490000
9236,58,83,90,62,86,91,data scientist,750000
9237,67,61,53,71,57,64,developer,230000
9238,76,95,95,91,66,62,developer,350000
9239,88,82,68,80,87,71,junior developer,200000
9240,76,71,83,81,62,85,logistics manager,550000
9241,60,53,50,61,53,58,economist,320000
9242,50,50,92,75,99,76,developer,230000
9243,62,70,51,68,89,84,robotics engineer,860000
9244,65,59,56,51,81,70,senior developer,450000
9245,92,54,69,85,62,95,data scientist,640000
9246,95,80,99,52,52,72,economist,360000
9247,60,76,82,77,93,93,robotics engineer,810000
9248,74,56,72,71,80,99,developer,280000
9249,64,90,59,81,67,56,junior developer,160000
9250,93,64,89,99,80,88,finance director,1320000
9251,94,86,59,88,72,81,data scientist,800000
9252,85,64,56,54,91,65,senior developer,440000
9253,83,78,65,50,52,50,junior developer,160000
9254,62,98,59,61,65,71,junior developer,160000
9255,57,64,97,78,65,75,developer,270000
9256,51,56,96,68,85,55,finance director,940000
9257,50,73,85,81,63,55,data scientist,730000
9258,87,61,58,66,89,69,economist,460000
9259,99,78,92,91,85,70,data scientist,940000
9260,87,88,81,80,66,69,robotics engineer,910000
9261,76,57,65,99,50,92,logistics manager,480000
9262,51,54,89,81,88,53,logistics manager,580000
9263,77,95,98,62,50,63,economist,330000
9264,66,66,63,80,74,92,economist,380000
9265,59,69,70,53,68,64,finance director,1130000
9266,95,81,92,52,71,79,developer,330000
9267,89,82,52,58,85,83,developer,350000
9268,78,90,56,95,96,61,junior developer,190000
9269,96,94,87,89,50,78,economist,450000
9270,50,98,71,63,87,52,robotics engineer,1050000
9271,72,67,88,85,52,61,logistics manager,510000
9272,75,80,94,59,52,71,finance director,1080000
9273,80,81,89,90,91,55,logistics manager,630000
9274,71,69,97,78,61,52,finance director,1060000
9275,67,90,72,77,86,79,senior developer,610000
9276,83,83,59,64,97,83,data scientist,770000
9277,51,57,71,52,83,85,finance director,1230000
9278,74,65,56,55,54,89,economist,320000
9279,53,54,87,86,93,67,junior developer,130000
9280,65,68,79,96,53,99,developer,260000
9281,85,85,97,71,57,82,developer,380000
9282,74,93,94,91,51,66,logistics manager,590000
9283,76,99,80,84,92,82,finance director,1340000
9284,66,61,60,60,55,89,finance director,980000
9285,81,75,63,52,53,84,developer,280000
9286,87,95,98,85,68,86,economist,490000
9287,64,66,72,78,92,79,data scientist,710000
9288,59,56,79,68,73,96,developer,220000
9289,94,61,97,81,85,88,data scientist,700000
9290,52,54,97,59,93,59,logistics manager,510000
9291,69,71,80,82,84,84,finance director,1340000
9292,72,83,62,75,57,95,robotics engineer,940000
9293,77,88,83,65,54,87,finance director,1450000
9294,88,69,68,57,96,51,economist,440000
9295,67,93,93,83,50,58,logistics manager,640000
9296,74,67,58,60,62,77,developer,280000
9297,56,97,84,91,80,57,senior developer,660000
9298,60,70,94,53,59,89,economist,380000
9299,88,83,73,73,71,85,logistics manager,530000
9300,96,88,91,73,60,58,senior developer,720000
9301,58,65,59,80,95,62,junior developer,140000
9302,54,96,97,90,71,92,junior developer,150000
9303,94,83,52,65,70,79,robotics engineer,1040000
9304,95,72,64,59,56,91,economist,460000
9305,50,60,99,87,68,61,finance director,1100000
9306,69,84,50,89,58,62,economist,340000
9307,58,69,60,85,69,80,logistics manager,540000
9308,90,99,68,65,68,50,data scientist,830000
9309,76,65,59,73,81,60,data scientist,610000
9310,89,67,57,68,82,93,logistics manager,530000
9311,73,88,51,80,69,65,data scientist,850000
9312,80,60,97,96,70,63,finance director,1140000
9313,73,64,82,86,51,53,junior developer,140000
9314,81,81,93,59,55,72,junior developer,190000
9315,76,71,85,81,82,69,robotics engineer,870000
9316,69,63,86,91,92,74,developer,250000
9317,63,94,94,53,94,56,robotics engineer,910000
9318,61,92,99,89,93,83,robotics engineer,1250000
9319,73,96,85,52,76,84,robotics engineer,820000
9320,90,62,86,87,56,61,finance director,1030000
9321,98,62,77,96,84,94,robotics engineer,880000
9322,98,98,83,74,91,82,logistics manager,710000
9323,61,59,98,87,68,52,junior developer,120000
9324,86,71,86,90,80,52,logistics manager,640000
9325,83,60,68,93,68,79,finance director,1080000
9326,87,61,75,95,80,61,junior developer,150000
9327,76,66,86,64,61,72,senior developer,480000
9328,50,50,77,68,77,74,finance director,1020000
9329,92,71,81,62,72,53,finance director,1230000
9330,96,74,61,51,74,99,data scientist,800000
9331,94,94,71,62,91,96,data scientist,900000
9332,77,83,77,65,97,57,finance director,1240000
9333,99,96,55,89,72,73,economist,390000
9334,99,91,86,73,60,66,data scientist,1020000
9335,94,76,64,57,65,84,finance director,1100000
9336,50,65,56,93,83,72,senior developer,530000
9337,66,94,92,85,95,90,finance director,1390000
9338,91,64,86,82,86,72,economist,490000
9339,82,97,93,92,94,60,developer,410000
9340,88,74,82,66,54,98,developer,340000
9341,56,71,89,59,99,61,logistics manager,620000
9342,70,80,99,82,72,59,finance director,1120000
9343,79,64,66,74,71,81,data scientist,680000
9344,86,98,72,79,54,71,finance director,1210000
9345,77,91,80,87,62,54,robotics engineer,1150000
9346,51,64,80,57,50,91,data scientist,610000
9347,70,97,95,93,62,50,finance director,1220000
9348,88,82,58,52,69,82,developer,350000
9349,51,78,76,81,67,83,logistics manager,570000
9350,87,51,71,51,93,63,finance director,1170000
9351,89,58,69,52,93,78,robotics engineer,850000
9352,68,70,61,90,66,81,logistics manager,580000
